	Anolis_carolinensis	Astyanax_mexicanus	Bos_taurus	Callithrix_jacchus	Canis_lupus	Chinchilla_lanigera	Danio_rerio	Gadus_morhua	Gallus_gallus	Homo_sapiens	Macaca_mulatta	Monodelphis_domestica	Mus_musculus	Oreochromis_niloticus	Ornithorhynchus_anatinus	Oryctolagus_cuniculus	Oryzias_latipes	Ovis_aries	Rattus_norvegicus	Sus_scrofa	Xenopus_tropicalis
OG0028867											Macaca_mulatta_ENSMMUG00000048511										
OG0028868											Macaca_mulatta_ENSMMUG00000017095										
OG0028869											Macaca_mulatta_ENSMMUG00000045543										
OG0028870											Macaca_mulatta_ENSMMUG00000042340										
OG0028871											Macaca_mulatta_ENSMMUG00000043423										
OG0028872											Macaca_mulatta_ENSMMUG00000040066										
OG0028873											Macaca_mulatta_ENSMMUG00000041568										
OG0028874											Macaca_mulatta_ENSMMUG00000044961										
OG0028875											Macaca_mulatta_ENSMMUG00000047653										
OG0028876											Macaca_mulatta_ENSMMUG00000042227										
OG0028877											Macaca_mulatta_ENSMMUG00000039172										
OG0028878											Macaca_mulatta_ENSMMUG00000038581										
OG0028879											Macaca_mulatta_ENSMMUG00000048811										
OG0028880											Macaca_mulatta_ENSMMUG00000044160										
OG0028881											Macaca_mulatta_ENSMMUG00000031232										
OG0028882											Macaca_mulatta_ENSMMUG00000043357										
OG0028883											Macaca_mulatta_ENSMMUG00000038358										
OG0028884											Macaca_mulatta_ENSMMUG00000043982										
OG0028885											Macaca_mulatta_ENSMMUG00000048455										
OG0028886											Macaca_mulatta_ENSMMUG00000037752										
OG0028887											Macaca_mulatta_ENSMMUG00000046190										
OG0028888											Macaca_mulatta_ENSMMUG00000047560										
OG0028889											Macaca_mulatta_ENSMMUG00000040570										
OG0028890											Macaca_mulatta_ENSMMUG00000041580										
OG0028891											Macaca_mulatta_ENSMMUG00000037869										
OG0028892											Macaca_mulatta_ENSMMUG00000041438										
OG0028893											Macaca_mulatta_ENSMMUG00000046888										
OG0028894											Macaca_mulatta_ENSMMUG00000048233										
OG0028895											Macaca_mulatta_ENSMMUG00000018696										
OG0028896											Macaca_mulatta_ENSMMUG00000043475										
OG0028897											Macaca_mulatta_ENSMMUG00000038099										
OG0028898											Macaca_mulatta_ENSMMUG00000040550										
OG0028899											Macaca_mulatta_ENSMMUG00000044385										
OG0028900											Macaca_mulatta_ENSMMUG00000043948										
OG0028901											Macaca_mulatta_ENSMMUG00000032515										
OG0028902											Macaca_mulatta_ENSMMUG00000043480										
OG0028903											Macaca_mulatta_ENSMMUG00000039538										
OG0028904											Macaca_mulatta_ENSMMUG00000039264										
OG0028905											Macaca_mulatta_ENSMMUG00000045234										
OG0028906											Macaca_mulatta_ENSMMUG00000023369										
OG0028907											Macaca_mulatta_ENSMMUG00000037673										
OG0028908											Macaca_mulatta_ENSMMUG00000017092										
OG0028909											Macaca_mulatta_ENSMMUG00000022129										
OG0028910											Macaca_mulatta_ENSMMUG00000012851										
OG0028911											Macaca_mulatta_ENSMMUG00000037748										
OG0028912											Macaca_mulatta_ENSMMUG00000018804										
OG0028913											Macaca_mulatta_ENSMMUG00000001073										
OG0028914											Macaca_mulatta_ENSMMUG00000046627										
OG0028915											Macaca_mulatta_ENSMMUG00000043021										
OG0028916											Macaca_mulatta_ENSMMUG00000041481										
OG0028917											Macaca_mulatta_ENSMMUG00000039132										
OG0028918											Macaca_mulatta_ENSMMUG00000039756										
OG0028919											Macaca_mulatta_ENSMMUG00000048280										
OG0028920											Macaca_mulatta_ENSMMUG00000043148										
OG0028921											Macaca_mulatta_ENSMMUG00000044447										
OG0028922											Macaca_mulatta_ENSMMUG00000040229										
OG0028923											Macaca_mulatta_ENSMMUG00000048068										
OG0028924											Macaca_mulatta_ENSMMUG00000038189										
OG0028925											Macaca_mulatta_ENSMMUG00000039358										
OG0028926											Macaca_mulatta_ENSMMUG00000048973										
OG0028927											Macaca_mulatta_ENSMMUG00000040446										
OG0028928											Macaca_mulatta_ENSMMUG00000043997										
OG0028929											Macaca_mulatta_ENSMMUG00000047710										
OG0028930											Macaca_mulatta_ENSMMUG00000039878										
OG0028931											Macaca_mulatta_ENSMMUG00000008995										
OG0028932											Macaca_mulatta_ENSMMUG00000038381										
OG0028933											Macaca_mulatta_ENSMMUG00000041153										
OG0028934											Macaca_mulatta_ENSMMUG00000001093										
OG0028935											Macaca_mulatta_ENSMMUG00000043380										
OG0028936											Macaca_mulatta_ENSMMUG00000043867										
OG0028937											Macaca_mulatta_ENSMMUG00000019009										
OG0028938											Macaca_mulatta_ENSMMUG00000041360										
OG0028939											Macaca_mulatta_ENSMMUG00000039174										
OG0028940											Macaca_mulatta_ENSMMUG00000046541										
OG0028941											Macaca_mulatta_ENSMMUG00000013750										
OG0028942											Macaca_mulatta_ENSMMUG00000012373										
OG0028943											Macaca_mulatta_ENSMMUG00000040334										
OG0028944											Macaca_mulatta_ENSMMUG00000046860										
OG0028945											Macaca_mulatta_ENSMMUG00000046104										
OG0028946											Macaca_mulatta_ENSMMUG00000038698										
OG0028947											Macaca_mulatta_ENSMMUG00000003990										
OG0028948											Macaca_mulatta_ENSMMUG00000042035										
OG0028949											Macaca_mulatta_ENSMMUG00000042808										
OG0028950											Macaca_mulatta_ENSMMUG00000044919										
OG0028951											Macaca_mulatta_ENSMMUG00000039900										
OG0028952											Macaca_mulatta_ENSMMUG00000048914										
OG0028953											Macaca_mulatta_ENSMMUG00000044929										
OG0028954											Macaca_mulatta_ENSMMUG00000044072										
OG0028955											Macaca_mulatta_ENSMMUG00000047759										
OG0028956											Macaca_mulatta_ENSMMUG00000048527										
OG0028957											Macaca_mulatta_ENSMMUG00000042467										
OG0028958											Macaca_mulatta_ENSMMUG00000048613										
OG0028959											Macaca_mulatta_ENSMMUG00000042688										
OG0028960											Macaca_mulatta_ENSMMUG00000041819										
OG0028961											Macaca_mulatta_ENSMMUG00000029372										
OG0028962											Macaca_mulatta_ENSMMUG00000037683										
OG0028963											Macaca_mulatta_ENSMMUG00000049073										
OG0028964											Macaca_mulatta_ENSMMUG00000043125										
OG0028965											Macaca_mulatta_ENSMMUG00000010075										
OG0028966											Macaca_mulatta_ENSMMUG00000040082										
OG0028967											Macaca_mulatta_ENSMMUG00000049262										
OG0028968											Macaca_mulatta_ENSMMUG00000038321										
OG0028969											Macaca_mulatta_ENSMMUG00000040111										
OG0028970											Macaca_mulatta_ENSMMUG00000048084										
OG0028971											Macaca_mulatta_ENSMMUG00000041439										
OG0028972											Macaca_mulatta_ENSMMUG00000008795										
OG0028973											Macaca_mulatta_ENSMMUG00000043901										
OG0028974											Macaca_mulatta_ENSMMUG00000044713										
OG0028975											Macaca_mulatta_ENSMMUG00000003019										
OG0028976											Macaca_mulatta_ENSMMUG00000043068										
OG0028977											Macaca_mulatta_ENSMMUG00000039525										
OG0028978											Macaca_mulatta_ENSMMUG00000044287										
OG0028979											Macaca_mulatta_ENSMMUG00000040774										
OG0028980											Macaca_mulatta_ENSMMUG00000037583										
OG0028981											Macaca_mulatta_ENSMMUG00000039050										
OG0028982											Macaca_mulatta_ENSMMUG00000043742										
OG0028983											Macaca_mulatta_ENSMMUG00000044902										
OG0028984											Macaca_mulatta_ENSMMUG00000048347										
OG0028985											Macaca_mulatta_ENSMMUG00000047800										
OG0028986											Macaca_mulatta_ENSMMUG00000046170										
OG0028987											Macaca_mulatta_ENSMMUG00000023347										
OG0028988											Macaca_mulatta_ENSMMUG00000039236										
OG0028989											Macaca_mulatta_ENSMMUG00000047252										
OG0028990											Macaca_mulatta_ENSMMUG00000038560										
OG0028991											Macaca_mulatta_ENSMMUG00000041671										
OG0028992											Macaca_mulatta_ENSMMUG00000042903										
OG0028993											Macaca_mulatta_ENSMMUG00000023355										
OG0028994											Macaca_mulatta_ENSMMUG00000002711										
OG0028995											Macaca_mulatta_ENSMMUG00000038653										
OG0028996											Macaca_mulatta_ENSMMUG00000038314										
OG0028997											Macaca_mulatta_ENSMMUG00000048992										
OG0028998											Macaca_mulatta_ENSMMUG00000038530										
OG0028999											Macaca_mulatta_ENSMMUG00000043176										
OG0029000											Macaca_mulatta_ENSMMUG00000004999										
OG0029001											Macaca_mulatta_ENSMMUG00000043771										
OG0029002											Macaca_mulatta_ENSMMUG00000044945										
OG0029003											Macaca_mulatta_ENSMMUG00000049214										
OG0029004											Macaca_mulatta_ENSMMUG00000045214										
OG0029005											Macaca_mulatta_ENSMMUG00000040318										
OG0029006											Macaca_mulatta_ENSMMUG00000037947										
OG0029007											Macaca_mulatta_ENSMMUG00000040981										
OG0029008											Macaca_mulatta_ENSMMUG00000043478										
OG0029009											Macaca_mulatta_ENSMMUG00000013701										
OG0029010											Macaca_mulatta_ENSMMUG00000048159										
OG0029011											Macaca_mulatta_ENSMMUG00000047487										
OG0029012											Macaca_mulatta_ENSMMUG00000042671										
OG0029013											Macaca_mulatta_ENSMMUG00000038734										
OG0029014											Macaca_mulatta_ENSMMUG00000042412										
OG0029015											Macaca_mulatta_ENSMMUG00000045770										
OG0029016											Macaca_mulatta_ENSMMUG00000038922										
OG0029017											Macaca_mulatta_ENSMMUG00000045510										
OG0029018											Macaca_mulatta_ENSMMUG00000030817										
OG0029019											Macaca_mulatta_ENSMMUG00000041424										
OG0029020											Macaca_mulatta_ENSMMUG00000017966										
OG0029021											Macaca_mulatta_ENSMMUG00000047103										
OG0029022											Macaca_mulatta_ENSMMUG00000048663										
OG0029023											Macaca_mulatta_ENSMMUG00000029241										
OG0029024											Macaca_mulatta_ENSMMUG00000047929										
OG0029025											Macaca_mulatta_ENSMMUG00000041805										
OG0029026											Macaca_mulatta_ENSMMUG00000012367										
OG0029027											Macaca_mulatta_ENSMMUG00000039894										
OG0029028											Macaca_mulatta_ENSMMUG00000043283										
OG0029029											Macaca_mulatta_ENSMMUG00000038654										
OG0029030											Macaca_mulatta_ENSMMUG00000042830										
OG0029031											Macaca_mulatta_ENSMMUG00000037934										
OG0029032											Macaca_mulatta_ENSMMUG00000043262										
OG0029033											Macaca_mulatta_ENSMMUG00000044241										
OG0029034											Macaca_mulatta_ENSMMUG00000010024										
OG0029035											Macaca_mulatta_ENSMMUG00000041199										
OG0029036											Macaca_mulatta_ENSMMUG00000044781										
OG0029037											Macaca_mulatta_ENSMMUG00000048058										
OG0029038											Macaca_mulatta_ENSMMUG00000018352										
OG0029039											Macaca_mulatta_ENSMMUG00000040583										
OG0029040											Macaca_mulatta_ENSMMUG00000048506										
OG0029041											Macaca_mulatta_ENSMMUG00000044623										
OG0029042											Macaca_mulatta_ENSMMUG00000045946										
OG0029043											Macaca_mulatta_ENSMMUG00000010794										
OG0029044											Macaca_mulatta_ENSMMUG00000002374										
OG0029045											Macaca_mulatta_ENSMMUG00000048099										
OG0029046											Macaca_mulatta_ENSMMUG00000046399										
OG0029047											Macaca_mulatta_ENSMMUG00000043172										
OG0029048											Macaca_mulatta_ENSMMUG00000038285										
OG0029049											Macaca_mulatta_ENSMMUG00000040841										
OG0029050											Macaca_mulatta_ENSMMUG00000037606										
OG0029051											Macaca_mulatta_ENSMMUG00000047236										
OG0029052											Macaca_mulatta_ENSMMUG00000041945										
OG0029053											Macaca_mulatta_ENSMMUG00000048848										
OG0029054											Macaca_mulatta_ENSMMUG00000046040										
OG0029055											Macaca_mulatta_ENSMMUG00000044525										
OG0029056											Macaca_mulatta_ENSMMUG00000041010										
OG0029057											Macaca_mulatta_ENSMMUG00000043044										
OG0029058											Macaca_mulatta_ENSMMUG00000009920										
OG0029059											Macaca_mulatta_ENSMMUG00000039051										
OG0029060											Macaca_mulatta_ENSMMUG00000041812										
OG0029061											Macaca_mulatta_ENSMMUG00000038481										
OG0029062											Macaca_mulatta_ENSMMUG00000046007										
OG0029063											Macaca_mulatta_ENSMMUG00000013464										
OG0029064											Macaca_mulatta_ENSMMUG00000019245										
OG0029065											Macaca_mulatta_ENSMMUG00000029503										
OG0029066											Macaca_mulatta_ENSMMUG00000002849										
OG0029067											Macaca_mulatta_ENSMMUG00000037960										
OG0029068											Macaca_mulatta_ENSMMUG00000039927										
OG0029069											Macaca_mulatta_ENSMMUG00000039157										
OG0029070											Macaca_mulatta_ENSMMUG00000009505										
OG0029071											Macaca_mulatta_ENSMMUG00000038324										
OG0029072											Macaca_mulatta_ENSMMUG00000047798										
OG0029073											Macaca_mulatta_ENSMMUG00000045955										
OG0029074											Macaca_mulatta_ENSMMUG00000020055										
OG0029075											Macaca_mulatta_ENSMMUG00000038313										
OG0029076											Macaca_mulatta_ENSMMUG00000015430										
OG0029077											Macaca_mulatta_ENSMMUG00000048062										
OG0029078											Macaca_mulatta_ENSMMUG00000046528										
OG0029079											Macaca_mulatta_ENSMMUG00000046166										
OG0029080											Macaca_mulatta_ENSMMUG00000022201										
OG0029081											Macaca_mulatta_ENSMMUG00000048383										
OG0029082											Macaca_mulatta_ENSMMUG00000045542										
OG0029083											Macaca_mulatta_ENSMMUG00000016477										
OG0029084											Macaca_mulatta_ENSMMUG00000041893										
OG0029085											Macaca_mulatta_ENSMMUG00000037901										
OG0029086											Macaca_mulatta_ENSMMUG00000029627										
OG0029087											Macaca_mulatta_ENSMMUG00000041295										
OG0029088											Macaca_mulatta_ENSMMUG00000040003										
OG0029089											Macaca_mulatta_ENSMMUG00000044495										
OG0029090											Macaca_mulatta_ENSMMUG00000042605										
OG0029091											Macaca_mulatta_ENSMMUG00000049063										
OG0029092											Macaca_mulatta_ENSMMUG00000039217										
OG0029093											Macaca_mulatta_ENSMMUG00000044952										
OG0029094											Macaca_mulatta_ENSMMUG00000040710										
OG0029095											Macaca_mulatta_ENSMMUG00000000347										
